title,content_type,genre,url,tomatometer,popcornmeter,summary,critics_consensus,platforms
Stephen Curry: Underrated,Movie,Documentary|Biography|Sports,https://www.rottentomatoes.com/m/stephen_curry_underrated,85%,87%,"""Stephen Curry: Underrated"" is the remarkable coming-of-age story of one of the most influential, dynamic and unexpected players in the history of basketball. This feature documentary -- blending intimate cinéma vérité, archival footage and on camera interviews -- documents Curry's rise from an undersized college player at a small town Division I college to a four-time NBA champion, building one of the most dominant sports dynasties in the world.","Shoots and scores, dunking us into the underdog life of Stephen Curry with a smooth swish.","Fandango at Home, Netflix, Apple TV, Prime Video"
All Eyes,Movie,Mystery & Thriller,https://www.rottentomatoes.com/m/all_eyes,,54%,A recently-fired podcast host comes across a story that he feels could revitalize his career. The story: a recently widowed farmer claims there is a monster living in the woods behind his farm. The plan: trap and kill the beast.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Wonderwell,Movie,Fantasy|Drama|Kids & Family,https://www.rottentomatoes.com/m/wonderwell,29%,69%,A 12-year-old girl embarks on a journey that transforms her world forever.,,"Fandango at Home, Netflix, Apple TV, Prime Video"
Bono: Stories of Surrender,Movie,Documentary|Music,https://www.rottentomatoes.com/m/bono_stories_of_surrender,75%,,"""Bono: Stories of Surrender"" is a vivid reimagining of Bono's critically acclaimed one-man stage show, ""Stories of Surrender: An Evening of Words, Music and Some Mischief..."" As he pulls back the curtain on a remarkable life and the family, friends and faith that have challenged and sustained him, he also reveals personal stories about his journey as a son, father, husband, activist and rock star. Along with never-before-seen, exclusive footage from the tour, the film features Bono performing many of the iconic U2 songs that have shaped his life and legacy.","Director Andrew Dominik paints Bono: Stories of Surrender with a deft touch, while leaving the heavy lifting of baring all to the man himself.","Fandango at Home, Netflix, Apple TV, Prime Video"
Here We Are: Notes for Living on Planet Earth,Movie,Kids & Family|Fantasy|Animation,https://www.rottentomatoes.com/m/here_we_are_notes_for_living_on_planet_earth,,92%,"On the eve of Earth Day, a precocious 7-year-old learns about the wonders of the planet from his parents and a mysterious exhibit at the aptly-named Museum of Everything.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
With This Light,Movie,Documentary|Biography,https://www.rottentomatoes.com/m/with_this_light,,100%,"For over 70 years, Sister Maria Rosa Leggol helped over 87,000 Honduran children escape poverty and fortified her legacy as an activist and visionary. Her work continues with Maria and Rosa, two teens in her programs fighting to create their own lives.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Sidney,Movie,Documentary,https://www.rottentomatoes.com/m/sidney_2022,90%,84%,"From producer Oprah Winfrey and directed by Reginald Hudlin, this revealing documentary honors the legendary Sidney Poitier and his legacy as an iconic actor, filmmaker and activist at the center of Hollywood and the Civil Rights Movement. Featuring candid interviews with Denzel Washington, Halle Berry, Robert Redford, Lenny Kravitz, Barbra Streisand, Spike Lee and many more, the film is also produced by Derik Murray, in close collaboration with the Poitier family.","Sidney might feel a bit standard compared to its trailblazing subject -- but then again, it'd be all but impossible to capture a life this extraordinary in any single film.","Fandango at Home, Netflix, Apple TV, Prime Video"
Snoopy Presents: A Summer Musical,Movie,Animation|Kids & Family|Musical,https://www.rottentomatoes.com/m/snoopy_presents_a_summer_musical,80%,,"""Snoopy Presents: A Summer Musical"" is a musical special about the joy and magic of summer camp and the importance of preserving what you love. Charlie Brown loves camp and is determined to make his final year special, but Sally, a first-time camper, is nervous and skeptical of the new and unfamiliar place. While everyone settles into camp, Snoopy and Woodstock discover a treasure map that takes them on a wild adventure nearby.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Furry Fortune,Movie,Kids & Family|Comedy,https://www.rottentomatoes.com/m/the_furry_fortune,,98%,"Family members go on a wild spending spree when their dog starts to magically shed cash. However, when their nosy neighbor kidnaps the money-making canine, the kids must work together to save both their pet and one another from all sorts of trouble.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Beastie Boys Story,Movie,Documentary|Music,https://www.rottentomatoes.com/m/beastie_boys_story,95%,85%,Mike Diamond and Adam Horovitz share the story of their band and 40 years of friendship in a live documentary experience.,"Here's a Beastie Boys Story they had to tell, about three bad brothers you know so well. It started way back in history -- and for new or old fans, it's a must-see.","Fandango at Home, Netflix, Apple TV, Prime Video"
Fathom,Movie,Documentary,https://www.rottentomatoes.com/m/fathom_2021,58%,40%,"Directed and photographed by Drew Xanthopoulos (""The Sensitives""), ""Fathom"" follows Dr. Ellen Garland and Dr. Michelle Fournet, two scientists focused on the study of humpback whale songs and social communication. As they embark on parallel research journeys on opposite sides of the world, they seek to better understand whale culture and communication. The documentary film uniquely reveals a deep commitment and reverence to the scientific process and the universal human need to seek answers about the world around us. From hypothesis to groundbreaking experiences in the field, ""Fathom"" showcases the passion, curiosity, collaboration, perseverance and work it takes for leading scientists to make scientific discoveries.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Barbie Nation: An Unauthorized Tour,Movie,Documentary,https://www.rottentomatoes.com/m/barbie_nation_an_unauthorized_tour,100%,67%,"A look into the bizarre world of Barbie, delving into the history of the doll, the ironies behind her conception and her devout and truly unique fan base.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
The Crusades,Movie,Comedy|Romance,https://www.rottentomatoes.com/m/the_crusades_2023,22%,89%,"For many, high school is supposed to be defined by wild parties, backseat hook-ups and a devil-may-care attitude. But, when three friends at Our Lady of the Crusades, an all boys high school, receive earth-shattering news about an upcoming merger with their rivals, they make a pact to have one last, epic weekend before their lives turn upside down. Along the way, however, they unknowingly make a dangerous enemy, ""The Wrecking Crew"", hell-bent on settling their vendetta at all costs. While dodging the authorities, love affairs and their sadistic archrivals, the choices they make over the weekend might end up changing their lives more than they ever could have imagined.",,"Fandango at Home, Netflix, Apple TV, Prime Video"
"Snoopy Presents: Welcome Home, Franklin",Movie,Animation|Kids & Family,https://www.rottentomatoes.com/m/snoopy_presents_welcome_home_franklin,80%,87%,"The origin story for one of Peanuts’ most beloved characters, Franklin, follows how he approaches making new friends. Franklin’s family is always on the move with his dad’s military job, and everywhere he goes Franklin finds support in a notebook filled with his grandfather’s advice on friendship. But when Franklin tries his usual strategies with the Peanuts gang, he has trouble fitting in. That’s until he learns about the neighborhood Soap Box Derby race. According to his grandfather, everyone loves a winner! He’s sure that winning the race will also mean winning over some new friends. All he needs is a partner, which he finds in Charlie Brown. Franklin and Charlie Brown work together to build a car and in the process become good buddies. But as the race nears, the pressure mounts — can their car and their newfound friendship make it to the finish line?",,"Fandango at Home, Netflix, Apple TV, Prime Video"
Louis Armstrong's Black & Blues,Movie,Documentary|Music|Biography,https://www.rottentomatoes.com/m/louis_armstrongs_black_and_blues,98%,79%,"""Louis Armstrong's Black & Blues"" offers an intimate and revealing look at the world-changing musician, presented through a lens of archival footage and never-before-heard home recordings and personal conversations. This definitive documentary, directed by Sacha Jenkins, honors Armstrong's legacy as a founding father of jazz, one of the first internationally known and beloved stars, and a cultural ambassador of the United States. The film shows how Armstrong's own life spans the shift from the Civil War to the Civil Rights movement, and how he became a lightning rod figure in that turbulent era.","A fitting tribute to a titan of American music, Louis Armstrong's Black & Blues honors its subject by letting him tell his story in his own words.","Fandango at Home, Netflix, Apple TV, Prime Video"
